Montage,Current_Ch1_mA,Current_Ch2_mA,TImax_ROI,TImean_ROI,TImean_GM,Focality,Composite_Index
FC5_TP7 <> AF7_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3294,0.1855,0.0955,1.9421,0.3603
FC5_TP7 <> AF7_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2655,0.1421,0.0741,1.9184,0.2726
FC5_TP7 <> AF7_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0948,0.0497,1.9078,0.1808
FC5_TP7 <> AF7_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9063,0.0903
FC5_TP7 <> AF7_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1036,0.0588,0.0397,1.4791,0.0869
FC5_TP7 <> AF7_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2072,0.1172,0.0758,1.5473,0.1814
FC5_TP7 <> AF7_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2818,0.1685,0.0952,1.7697,0.2981
FC5_TP7 <> AF7_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2683,0.1761,0.0918,1.9183,0.3378
FC5_TP7 <> AF7_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2641,0.1415,0.0732,1.9323,0.2733
FC5_TP7 <> AF7_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0948,0.0495,1.9124,0.1812
FC5_TP7 <> AF7_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9067,0.0904
FC5_TP7 <> AF7_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0937,0.0596,0.0427,1.3967,0.0832
FC5_TP7 <> AF7_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1874,0.1192,0.0840,1.4187,0.1691
FC5_TP7 <> AF7_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2812,0.1779,0.1068,1.6660,0.2964
FC5_TP7 <> AF7_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3541,0.1888,0.0965,1.9565,0.3694
FC5_TP7 <> AF7_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2655,0.1421,0.0744,1.9093,0.2714
FC5_TP7 <> AF7_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0948,0.0497,1.9065,0.1807
FC5_TP7 <> AF7_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9062,0.0903
FC5_TP7 <> AF7_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0924,0.0549,0.0378,1.4507,0.0796
FC5_TP7 <> AF7_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1849,0.1097,0.0749,1.4656,0.1608
FC5_TP7 <> AF7_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2773,0.1644,0.0988,1.6642,0.2737
FC5_TP7 <> AF7_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3541,0.1889,0.0935,2.0198,0.3815
FC5_TP7 <> AF7_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2655,0.1422,0.0744,1.9117,0.2718
FC5_TP7 <> AF7_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0948,0.0497,1.9066,0.1807
FC5_TP7 <> AF7_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9062,0.0903
FC5_TP7 <> AF7_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0797,0.0491,0.0312,1.5767,0.0774
FC5_TP7 <> AF7_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1594,0.0982,0.0620,1.5855,0.1558
FC5_TP7 <> AF7_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2391,0.1472,0.0883,1.6682,0.2456
FC5_TP7 <> AF7_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3046,0.1799,0.0908,1.9811,0.3564
FC5_TP7 <> AF7_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2655,0.1421,0.0741,1.9182,0.2727
FC5_TP7 <> AF7_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0948,0.0497,1.9068,0.1807
FC5_TP7 <> AF7_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9062,0.0903
FC5_TP7 <> F9_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0898,0.0527,0.0408,1.2907,0.0680
FC5_TP7 <> F9_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1797,0.1051,0.0766,1.3717,0.1441
FC5_TP7 <> F9_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2433,0.1516,0.0956,1.5855,0.2404
FC5_TP7 <> F9_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2544,0.1670,0.0917,1.8204,0.3040
FC5_TP7 <> F9_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2552,0.1399,0.0730,1.9165,0.2682
FC5_TP7 <> F9_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0947,0.0495,1.9129,0.1812
FC5_TP7 <> F9_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0248,1.9068,0.0904
FC5_TP7 <> F9_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0949,0.0538,0.0393,1.3690,0.0736
FC5_TP7 <> F9_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1897,0.1059,0.0736,1.4385,0.1524
FC5_TP7 <> F9_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2445,0.1466,0.0923,1.5879,0.2328
FC5_TP7 <> F9_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2469,0.1566,0.0897,1.7454,0.2734
FC5_TP7 <> F9_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2134,0.1341,0.0725,1.8504,0.2481
FC5_TP7 <> F9_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1707,0.0937,0.0494,1.8953,0.1776
FC5_TP7 <> F9_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0473,0.0248,1.9055,0.0902
FC5_TP7 <> F9_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0740,0.0470,0.0348,1.3532,0.0637
FC5_TP7 <> F9_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1479,0.0940,0.0684,1.3752,0.1293
FC5_TP7 <> F9_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2179,0.1404,0.0918,1.5295,0.2147
FC5_TP7 <> F9_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2651,0.1691,0.0911,1.8567,0.3140
FC5_TP7 <> F9_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2655,0.1417,0.0733,1.9338,0.2741
FC5_TP7 <> F9_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0948,0.0496,1.9105,0.1810
FC5_TP7 <> F9_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9065,0.0903
FC5_TP7 <> F9_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0623,0.0396,0.0265,1.4963,0.0593
FC5_TP7 <> F9_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1246,0.0792,0.0527,1.5033,0.1191
FC5_TP7 <> F9_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1869,0.1188,0.0754,1.5744,0.1870
FC5_TP7 <> F9_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2492,0.1554,0.0834,1.8637,0.2895
FC5_TP7 <> F9_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2655,0.1417,0.0718,1.9738,0.2797
FC5_TP7 <> F9_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0947,0.0496,1.9109,0.1810
FC5_TP7 <> F9_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9064,0.0903
FC5_TP7 <> F9_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0525,0.0326,0.0196,1.6594,0.0540
FC5_TP7 <> F9_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1050,0.0651,0.0392,1.6616,0.1082
FC5_TP7 <> F9_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1575,0.0976,0.0584,1.6721,0.1632
FC5_TP7 <> F9_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2047,0.1291,0.0732,1.7630,0.2275
FC5_TP7 <> F9_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2276,0.1352,0.0694,1.9486,0.2635
FC5_TP7 <> F9_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0947,0.0495,1.9151,0.1814
FC5_TP7 <> F9_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0249,1.9066,0.0903
FC5_TP7 <> FT9_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0826,0.0492,0.0393,1.2547,0.0618
FC5_TP7 <> FT9_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1651,0.0981,0.0735,1.3349,0.1309
FC5_TP7 <> FT9_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2232,0.1413,0.0923,1.5314,0.2164
FC5_TP7 <> FT9_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2437,0.1593,0.0898,1.7735,0.2826
FC5_TP7 <> FT9_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2441,0.1381,0.0725,1.9062,0.2633
FC5_TP7 <> FT9_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0946,0.0494,1.9145,0.1811
FC5_TP7 <> FT9_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0248,1.9070,0.0904
FC5_TP7 <> FT9_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0878,0.0506,0.0383,1.3210,0.0668
FC5_TP7 <> FT9_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1756,0.0992,0.0719,1.3800,0.1369
FC5_TP7 <> FT9_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2257,0.1371,0.0905,1.5139,0.2075
FC5_TP7 <> FT9_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2349,0.1491,0.0887,1.6812,0.2506
FC5_TP7 <> FT9_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2033,0.1309,0.0721,1.8157,0.2377
FC5_TP7 <> FT9_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1639,0.0930,0.0494,1.8835,0.1752
FC5_TP7 <> FT9_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0883,0.0473,0.0248,1.9037,0.0900
FC5_TP7 <> FT9_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0670,0.0431,0.0322,1.3396,0.0577
FC5_TP7 <> FT9_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1340,0.0861,0.0632,1.3631,0.1174
FC5_TP7 <> FT9_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1961,0.1286,0.0855,1.5032,0.1933
FC5_TP7 <> FT9_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2526,0.1588,0.0877,1.8108,0.2876
FC5_TP7 <> FT9_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2648,0.1410,0.0724,1.9471,0.2744
FC5_TP7 <> FT9_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0947,0.0495,1.9152,0.1814
FC5_TP7 <> FT9_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0248,1.9070,0.0904
FC5_TP7 <> FT9_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0579,0.0354,0.0232,1.5251,0.0540
FC5_TP7 <> FT9_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1158,0.0708,0.0463,1.5312,0.1085
FC5_TP7 <> FT9_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1737,0.1062,0.0665,1.5965,0.1695
FC5_TP7 <> FT9_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2316,0.1402,0.0768,1.8254,0.2559
FC5_TP7 <> FT9_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2651,0.1404,0.0698,2.0134,0.2828
FC5_TP7 <> FT9_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0947,0.0494,1.9195,0.1818
FC5_TP7 <> FT9_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0248,1.9071,0.0904
FC5_TP7 <> FT9_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0423,0.0268,0.0159,1.6871,0.0453
FC5_TP7 <> FT9_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.0846,0.0536,0.0318,1.6878,0.0905
FC5_TP7 <> FT9_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1269,0.0804,0.0476,1.6915,0.1361
FC5_TP7 <> FT9_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.1659,0.1070,0.0612,1.7472,0.1869
FC5_TP7 <> FT9_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.1959,0.1243,0.0642,1.9353,0.2406
FC5_TP7 <> FT9_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1770,0.0946,0.0489,1.9343,0.1830
FC5_TP7 <> FT9_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0885,0.0474,0.0248,1.9077,0.0904
FC5_CP5 <> F3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0866,0.0537,0.0416,1.2927,0.0695
FC5_CP5 <> F3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1732,0.1075,0.0828,1.2971,0.1394
FC5_CP5 <> F3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2598,0.1611,0.1038,1.5529,0.2502
FC5_CP5 <> F3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1824,0.0945,1.9306,0.3521
FC5_CP5 <> F3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0719,1.9030,0.2605
FC5_CP5 <> F3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9025,0.1736
FC5_CP5 <> F3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> F3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0830,0.0480,0.0347,1.3821,0.0663
FC5_CP5 <> F3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1659,0.0959,0.0692,1.3860,0.1330
FC5_CP5 <> F3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2489,0.1438,0.0946,1.5190,0.2184
FC5_CP5 <> F3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2682,0.1729,0.0929,1.8602,0.3216
FC5_CP5 <> F3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0719,1.9035,0.2605
FC5_CP5 <> F3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9025,0.1736
FC5_CP5 <> F3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> F3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0984,0.0574,0.0456,1.2603,0.0724
FC5_CP5 <> F3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1969,0.1148,0.0889,1.2919,0.1484
FC5_CP5 <> F3_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2953,0.1722,0.1036,1.6618,0.2861
FC5_CP5 <> F3_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1825,0.0933,1.9563,0.3570
FC5_CP5 <> F3_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0718,1.9053,0.2608
FC5_CP5 <> F3_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9028,0.1736
FC5_CP5 <> F3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> F3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0998,0.0569,0.0441,1.2900,0.0733
FC5_CP5 <> F3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1995,0.1137,0.0822,1.3834,0.1573
FC5_CP5 <> F3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2993,0.1704,0.0970,1.7556,0.2991
FC5_CP5 <> F3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1823,0.0898,2.0295,0.3699
FC5_CP5 <> F3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0712,1.9215,0.2630
FC5_CP5 <> F3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0479,1.9046,0.1738
FC5_CP5 <> F3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9026,0.0868
FC5_CP5 <> F3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0845,0.0529,0.0382,1.3852,0.0733
FC5_CP5 <> F3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1690,0.1059,0.0734,1.4425,0.1527
FC5_CP5 <> F3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2536,0.1583,0.0915,1.7302,0.2738
FC5_CP5 <> F3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3175,0.1799,0.0875,2.0565,0.3699
FC5_CP5 <> F3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0707,1.9371,0.2651
FC5_CP5 <> F3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0479,1.9069,0.1740
FC5_CP5 <> F3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9027,0.0868
FC5_CP5 <> FC3_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0848,0.0456,0.0338,1.3478,0.0614
FC5_CP5 <> FC3_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1695,0.0911,0.0675,1.3500,0.1230
FC5_CP5 <> FC3_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2543,0.1367,0.0953,1.4343,0.1961
FC5_CP5 <> FC3_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1774,0.0928,1.9120,0.3392
FC5_CP5 <> FC3_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0719,1.9040,0.2606
FC5_CP5 <> FC3_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9026,0.1736
FC5_CP5 <> FC3_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> FC3_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0608,0.0362,0.0250,1.4474,0.0523
FC5_CP5 <> FC3_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1216,0.0723,0.0500,1.4476,0.1047
FC5_CP5 <> FC3_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.1824,0.1085,0.0747,1.4515,0.1574
FC5_CP5 <> FC3_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2432,0.1446,0.0853,1.6947,0.2451
FC5_CP5 <> FC3_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0718,1.9055,0.2608
FC5_CP5 <> FC3_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9026,0.1736
FC5_CP5 <> FC3_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> FC3_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1018,0.0530,0.0410,1.2936,0.0686
FC5_CP5 <> FC3_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2036,0.1060,0.0799,1.3273,0.1407
FC5_CP5 <> FC3_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.3054,0.1589,0.0999,1.5903,0.2527
FC5_CP5 <> FC3_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1797,0.0928,1.9362,0.3479
FC5_CP5 <> FC3_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0717,1.9081,0.2611
FC5_CP5 <> FC3_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0479,1.9031,0.1737
FC5_CP5 <> FC3_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9025,0.0868
FC5_CP5 <> FC3_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1045,0.0553,0.0418,1.3218,0.0731
FC5_CP5 <> FC3_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2090,0.1106,0.0774,1.4287,0.1580
FC5_CP5 <> FC3_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.3135,0.1651,0.0951,1.7353,0.2865
FC5_CP5 <> FC3_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1773,0.0899,1.9729,0.3498
FC5_CP5 <> FC3_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1367,0.0710,1.9255,0.2633
FC5_CP5 <> FC3_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0479,1.9063,0.1739
FC5_CP5 <> FC3_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9027,0.0868
FC5_CP5 <> FC3_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0887,0.0511,0.0362,1.4101,0.0720
FC5_CP5 <> FC3_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1775,0.1021,0.0690,1.4803,0.1511
FC5_CP5 <> FC3_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2662,0.1517,0.0888,1.7094,0.2594
FC5_CP5 <> FC3_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1725,0.0872,1.9773,0.3411
FC5_CP5 <> FC3_TP9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1365,0.0704,1.9409,0.2650
FC5_CP5 <> FC3_TP9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0478,1.9096,0.1742
FC5_CP5 <> FC3_TP9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9030,0.0868
FC5_CP5 <> AF7_P3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1010,0.0611,0.0441,1.3874,0.0848
FC5_CP5 <> AF7_P3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2020,0.1223,0.0873,1.4010,0.1713
FC5_CP5 <> AF7_P3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2965,0.1822,0.1065,1.7116,0.3119
FC5_CP5 <> AF7_P3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3171,0.1822,0.0945,1.9284,0.3514
FC5_CP5 <> AF7_P3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0719,1.9034,0.2605
FC5_CP5 <> AF7_P3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9025,0.1736
FC5_CP5 <> AF7_P3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> AF7_CP3_I1-1.8mA_I2-0.2mA,1.8,0.2,0.1036,0.0588,0.0399,1.4737,0.0866
FC5_CP5 <> AF7_CP3_I1-1.5mA_I2-0.5mA,1.5,0.5,0.2072,0.1175,0.0788,1.4909,0.1751
FC5_CP5 <> AF7_CP3_I1-1.2mA_I2-0.8mA,1.2,0.8,0.3002,0.1734,0.1023,1.6943,0.2937
FC5_CP5 <> AF7_CP3_I1-1.0mA_I2-1.0mA,1.0,1.0,0.2682,0.1777,0.0942,1.8858,0.3351
FC5_CP5 <> AF7_CP3_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1368,0.0718,1.9051,0.2607
FC5_CP5 <> AF7_CP3_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9027,0.1736
FC5_CP5 <> AF7_CP3_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> AF7_PO7_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0937,0.0596,0.0427,1.3963,0.0832
FC5_CP5 <> AF7_PO7_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1874,0.1192,0.0842,1.4164,0.1688
FC5_CP5 <> AF7_PO7_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2812,0.1786,0.1013,1.7634,0.3150
FC5_CP5 <> AF7_PO7_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1825,0.0919,1.9860,0.3624
FC5_CP5 <> AF7_PO7_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0718,1.9057,0.2608
FC5_CP5 <> AF7_PO7_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0480,1.9027,0.1736
FC5_CP5 <> AF7_PO7_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9024,0.0868
FC5_CP5 <> AF7_P9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0924,0.0549,0.0377,1.4552,0.0798
FC5_CP5 <> AF7_P9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1849,0.1097,0.0725,1.5132,0.1660
FC5_CP5 <> AF7_P9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2773,0.1645,0.0902,1.8245,0.3002
FC5_CP5 <> AF7_P9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3178,0.1824,0.0862,2.1155,0.3860
FC5_CP5 <> AF7_P9_I1-0.8mA_I2-1.2mA,0.8,1.2,0.2383,0.1369,0.0706,1.9398,0.2655
FC5_CP5 <> AF7_P9_I1-0.5mA_I2-1.5mA,0.5,1.5,0.1589,0.0912,0.0479,1.9049,0.1738
FC5_CP5 <> AF7_P9_I1-0.2mA_I2-1.8mA,0.2,1.8,0.0794,0.0456,0.0240,1.9026,0.0868
FC5_CP5 <> AF7_TP9_I1-1.8mA_I2-0.2mA,1.8,0.2,0.0797,0.0491,0.0311,1.5777,0.0775
FC5_CP5 <> AF7_TP9_I1-1.5mA_I2-0.5mA,1.5,0.5,0.1594,0.0982,0.0614,1.6006,0.1572
FC5_CP5 <> AF7_TP9_I1-1.2mA_I2-0.8mA,1.2,0.8,0.2391,0.1473,0.0821,1.7942,0.2642
FC5_CP5 <> AF7_TP9_I1-1.0mA_I2-1.0mA,1.0,1.0,0.3046,0.1790,0.0827,2.1651,0.3875
